uuid,reference,concept,pages,primary,all_categories,previous_runs,newest_run,errors,reviewer
1b529eb2-ba2a-4b82-8816-bb0f813a06d5,pictographic-primitives/audio/microphone podcast international 1_1b529eb2-ba2a-4b82-8816-bb0f813a06d5.svg,Global Podcast Microphone,primitives-drawn,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [equator]: equator and microphone are 4 apart on centerlines nearest (24, 20)<->(24, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [globe]: globe and support are 2.82843 apart on centerlines nearest (38, 28)<->(36, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [microphone]: microphone and stand are 4 apart on centerlines nearest (24, 36)<->(24, 40); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [microphone]: microphone and support are 3.99987 apart on centerlines nearest (24, 36)<->(24.0327, 39.9997); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 0 pinches",
9241b7de-9722-4a77-a035-d10d9bdf9d33,pictographic-primitives/audio/microphone podcast international_9241b7de-9722-4a77-a035-d10d9bdf9d33.svg,Global Podcast Microphone,primitives-drawn,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [globe]: globe and support are 2.82843 apart on centerlines nearest (38, 28)<->(36, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [microphone]: microphone and stand are 4 apart on centerlines nearest (24, 36)<->(24, 40); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [microphone]: microphone and support are 3.99987 apart on centerlines nearest (24, 36)<->(24.0327, 39.9997); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 4 undersized holes; 0 pinches",
e4b8631c-5185-5ace-a823-05b73325753b,pictographic-primitives/design/pen tools_e4b8631c-5185-5ace-a823-05b73325753b.svg,Graphic Design Vector Pen Tool,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [control-square]: control-square and nib are 4 apart on centerlines nearest (24, 14)<->(24, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
05a94426-1cba-44df-a701-8939c33872de,pictographic-primitives/design/photo crop rotate_05a94426-1cba-44df-a701-8939c33872de.svg,Image Crop and Rotate Tool,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [crop-right]: crop-right and top-head are 3 apart on centerlines nearest (26, 15)<->(26, 12); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [crop-left]: crop-left and bottom-head are 3 apart on centerlines nearest (22, 33)<->(22, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
776da6f9-d7d4-597a-a158-44ea69d4fbb8,pictographic-primitives/finance/saving money flower_776da6f9-d7d4-597a-a158-44ea69d4fbb8.svg,Growing Money Plant,primitives-drawn,spacing,spacing pinches holes,1,primitive-make-ray/invalid,"mic [coin]: coin and dollar are 4.85038 apart on centerlines nearest (30.7875, 21.3427)<->(27.4863, 17.7891); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and dollar-stem are 2.99977 apart on centerlines nearest (24.0368, 4.00045)<->(24, 7); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [dollar]: dollar and stem are 5.33824 apart on centerlines nearest (24.2713, 18.6687)<->(24, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [dollar-stem]: dollar-stem and stem are 3 apart on centerlines nearest (24, 21)<->(24, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 1 pinches",
099a478f-4287-40bc-a508-fc3894c1428a,pictographic-primitives/finance/virtual coin crypto algorand_099a478f-4287-40bc-a508-fc3894c1428a.svg,Algorand Cryptocurrency Symbol,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [logo]: logo and inner-stroke are 4.41894 apart on centerlines nearest (16.0946, 28.9324)<->(20, 31); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
58b70697-62ea-4501-873d-8e51b3416d7a,pictographic-primitives/health/insurance cheap_58b70697-62ea-4501-873d-8e51b3416d7a.svg,Medical Cost Balance Scale,primitives-drawn,spacing,spacing pinches holes,2,primitive-make-ray/invalid,"mic [coin]: coin and dollar are 2.99952 apart on centerlines nearest (18.8162, 11.6129)<->(17, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and dollar-stem are 0.999925 apart on centerlines nearest (14.0123, 10.0002)<->(14, 11); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and medical-cross are 4 apart on centerlines nearest (22, 18)<->(26, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [medical-cross]: medical-cross and beam are 6.85168 apart on centerlines nearest (38, 22)<->(39.8338, 28.6017); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 2 pinches",
bf8f6fdd-5ee3-4cb9-9a0f-3104f1eeaa48,pictographic-primitives/health/insurance expensive_bf8f6fdd-5ee3-4cb9-9a0f-3104f1eeaa48.svg,Medical Cost Balance Scale,primitives-drawn,spacing,spacing pinches holes,2,primitive-make-ray/invalid,"mic [coin]: coin and dollar are 2.99952 apart on centerlines nearest (18.8162, 7.61287)<->(17, 10); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and dollar-stem are 0.999925 apart on centerlines nearest (13.9877, 21.9998)<->(14, 21); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and medical-cross are 4 apart on centerlines nearest (22, 14)<->(26, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [coin]: coin and beam are 7.63041 apart on centerlines nearest (11.8663, 21.7102)<->(9.82407, 29.0622); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 2 pinches",
fdaa2690-f7c0-4893-81b1-967aecf80f4b,pictographic-primitives/health/laboratory sperm_fdaa2690-f7c0-4893-81b1-967aecf80f4b.svg,Microscopic View of Sperm Cells,primitives-drawn,spacing,spacing holes,2,primitive-make-ray/invalid,"mic [field]: field and tail-left are 6.07142 apart on centerlines nearest (5.32211, 31.1503)<->(11, 29); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [field]: field and head-right are 7.30335 apart on centerlines nearest (41.9016, 15.0827)<->(35.3581, 18.3263); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [field]: field and oval are 6.93045 apart on centerlines nearest (12.5398, 40.3906)<->(16.4956, 34.7); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [tail-left]: tail-left and oval are 4.97709 apart on centerlines nearest (12.4453, 27.791)<->(16.277, 30.9674); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [tail-right]: tail-right and oval are 5.21323 apart on centerlines nearest (26, 35)<->(21.0633, 33.3247); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
4c966f3f-127d-48b1-9cb4-530f9109feb3,pictographic-primitives/health/specialty hearing_4c966f3f-127d-48b1-9cb4-530f9109feb3.svg,Ear with Sound Wave,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [outer]: outer and fold are 5.09902 apart on centerlines nearest (18, 34)<->(23, 33); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [outer]: outer and sound are 4.47214 apart on centerlines nearest (18, 16)<->(16, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [fold]: fold and sound are 6.48398 apart on centerlines nearest (27.4732, 28.4765)<->(22, 25); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
43991475-8f12-5467-b407-e55e5e59e1f3,pictographic-primitives/hobbies/embroidery hoop_43991475-8f12-5467-b407-e55e5e59e1f3.svg,Circular Embroidery Hoop Frame,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [outer-hoop]: outer-hoop and ear-28 are 0.492458 apart on centerlines nearest (27.8833, 12.4784)<->(28, 12); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
d9cf0e21-172d-52e9-8723-29202feb39ba,pictographic-primitives/hobbies/embroidery hoop_d9cf0e21-172d-52e9-8723-29202feb39ba.svg,Embroidery Hoop with Tension Screw,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [hoop]: hoop and inner-ring are 7.42221 apart on centerlines nearest (16, 16)<->(20.111, 22.1797); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
89d827d8-1f4b-40fc-aad1-858c1f8fb087,pictographic-primitives/holidays/kanda matsuri_89d827d8-1f4b-40fc-aad1-858c1f8fb087.svg,Traditional Japanese Festival Crest,primitives-drawn,spacing,spacing pinches holes,2,primitive-make-ray/invalid,"mic [heart-top]: heart-top and heart-left are 4.96594 apart on centerlines nearest (20.5448, 17.1403)<->(17.6726, 21.1913); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [heart-top]: heart-top and heart-right are 4.96594 apart on centerlines nearest (27.4552, 17.1403)<->(30.3274, 21.1913); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [heart-left]: heart-left and heart-right are 7.87119 apart on centerlines nearest (20.0644, 24.4683)<->(27.9356, 24.4683); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 6 undersized holes; 2 pinches",
d6a78037-29f1-4227-a0c5-2e4158ef4f53,pictographic-primitives/holidays/thaipusam 1_d6a78037-29f1-4227-a0c5-2e4158ef4f53.svg,Thaipusam Vel Spear Symbol,primitives-drawn,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [base-triangle]: base-triangle and emblem are 4 apart on centerlines nearest (24, 38)<->(24, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
3d9430ac-9d10-4057-8ed4-2eea37cb58a1,pictographic-primitives/hotels/reception pay_3d9430ac-9d10-4057-8ed4-2eea37cb58a1.svg,Person Paying At Reception Desk,primitives-drawn,spacing,spacing pinches holes,1,primitive-make-ray/invalid,"mic [clerk-shoulders]: clerk-shoulders and arms are 4.47214 apart on centerlines nearest (22, 26)<->(26, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [counter]: counter and dollar are 5.25281 apart on centerlines nearest (20.6401, 26)<->(20.6401, 31.2528); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [clerk-shoulders]: clerk-shoulders and currency-stem are 4 apart on centerlines nearest (22, 26)<->(22, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [arms]: arms and dollar are 4.11953 apart on centerlines nearest (26, 28)<->(24.8353, 31.9515); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [arms]: arms and currency-stem are 4.47214 apart on centerlines nearest (26, 28)<->(22, 30); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 2 pinches",
ea16c393-c392-4d12-b19e-6f8605815090,pictographic-primitives/interface-essential/expand corner_ea16c393-c392-4d12-b19e-6f8605815090.svg,Square with Up Right Arrow,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [open-box]: open-box and shaft are 5.65685 apart on centerlines nearest (26, 14)<->(30, 18); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
f210946c-cdf6-4570-9689-058b554c18ac,pictographic-primitives/interface-essential/resize expand spreadsheet_f210946c-cdf6-4570-9689-058b554c18ac.svg,Spreadsheet Resizing Arrows,primitives-drawn,spacing,spacing,2,primitive-make-ray/invalid,"mic [table]: table and right-head are 4 apart on centerlines nearest (26, 30)<->(26, 34); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [table]: table and up-head are 4 apart on centerlines nearest (30, 10)<->(34, 10); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
c5a47e41-429f-478a-ac27-be0495e5d5ae,pictographic-primitives/interface-essential/tags double 1_c5a47e41-429f-478a-ac27-be0495e5d5ae.svg,Double Price Tags,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [front]: front and hole are 5.48528 apart on centerlines nearest (21, 17)<->(17.1213, 20.8787); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
b3607490-ea3a-409f-a7b1-8386a80c0b93,pictographic-primitives/interface-essential/tags double_b3607490-ea3a-409f-a7b1-8386a80c0b93.svg,Double Price Tags,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [front]: front and hole are 6 apart on centerlines nearest (6, 23)<->(12, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
bbbb8c01-8107-4272-9dce-88135b510ab3,pictographic-primitives/interface-essential/tags double_bbbb8c01-8107-4272-9dce-88135b510ab3.svg,Double Shopping Tags,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [front]: front and hole are 6 apart on centerlines nearest (6, 23)<->(12, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
e7ce785e-158f-41d6-9e8b-dcba4879acac,pictographic-primitives/interface-essential/time clock file 1_e7ce785e-158f-41d6-9e8b-dcba4879acac.svg,Document with Clock,side-mains-failing,spacing,spacing,2,primitive-make-ray/invalid,"mic [clock]: clock and hands are 5.75693 apart on centerlines nearest (31.1204, 31.0205)<->(27, 27); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
c8b3d9a1-bb0f-4df5-b706-4b00986008d6,pictographic-primitives/mobile/charging flash wave_c8b3d9a1-bb0f-4df5-b706-4b00986008d6.svg,Wireless Charging Power Bolt,primitives-drawn,spacing,spacing holes,2,primitive-make-ray/invalid,"mic [flash]: flash and left-inner are 4.93246 apart on centerlines nearest (18, 26)<->(13.0801, 26.3515); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [flash]: flash and right-inner are 4.93246 apart on centerlines nearest (30, 22)<->(34.9199, 21.6485); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 0 pinches",
bb90ccf0-9578-45c7-ad84-a7eb1350bdaf,pictographic-primitives/mobile/squeeze sides_bb90ccf0-9578-45c7-ad84-a7eb1350bdaf.svg,Smartphone Squeeze Gesture,primitives-drawn,spacing,spacing,2,primitive-make-ray/invalid,"mic [phone]: phone and left-squeeze are 8 apart on centerlines nearest (10, 14)<->(18, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone]: phone and right-squeeze are 8 apart on centerlines nearest (38, 14)<->(30, 14); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [phone]: phone and home-bar are 8 apart on centerlines nearest (38, 36)<->(30, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [left-squeeze]: left-squeeze and right-squeeze are 8 apart on centerlines nearest (20, 20)<->(28, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
95b0fd3b-05a5-49bd-b7c9-29486aaf4857,pictographic-primitives/music/ipod play_95b0fd3b-05a5-49bd-b7c9-29486aaf4857.svg,Portable Media Player with Play Button,primitives-drawn,spacing,spacing,2,primitive-make-ray/invalid,"mic [separator]: separator and play are 4 apart on centerlines nearest (18, 28)<->(18, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [body]: body and button are 5 apart on centerlines nearest (24, 44)<->(24, 39); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
e91a4b42-5376-4b1a-ab2d-8d86c029fcca,pictographic-primitives/navigation/compass east_e91a4b42-5376-4b1a-ab2d-8d86c029fcca.svg,Compass Arrow Pointing East,primitives-drawn,spacing,spacing holes,2,primitive-make-ray/invalid,"mic [badge]: badge and letter-e are 3.05524 apart on centerlines nearest (10.6599, 13.2543)<->(12, 16); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
8d0a0eeb-161b-49dd-b5f6-5bcfc4e716d9,pictographic-primitives/other/a with sync arrow_8d0a0eeb-161b-49dd-b5f6-5bcfc4e716d9.svg,Auto Language Translation Symbol,primitives-drawn,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [lower-tip]: lower-tip and letter-a are 2 apart on centerlines nearest (14, 32)<->(16, 32); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
d12b5c6d-5cff-4f23-9893-76defe7ca390,pictographic-primitives/other/app window wifi_d12b5c6d-5cff-4f23-9893-76defe7ca390.svg,Application Window with Wireless Signal,primitives-drawn + side-mains-failing,spacing,spacing,2,primitive-make-ray/review,"mic [wifi-outer]: wifi-outer and wifi-inner are 7.9994 apart on centerlines nearest (10.0779, 11.2522)<->(16.6741, 15.7777); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [wifi-outer]: wifi-outer and window are 8 apart on centerlines nearest (8, 18)<->(8, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [wifi-inner]: wifi-inner and window are 8 apart on centerlines nearest (16, 18)<->(16, 26); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
8ed961c5-a996-4c78-a7d6-d1d6baa41755,pictographic-primitives/other/book person_8ed961c5-a996-4c78-a7d6-d1d6baa41755.svg,Book with Person Symbol,primitives-drawn + side-mains-failing,spacing,spacing,2,primitive-make-ray/review,"mic [book]: book and arms are 8 apart on centerlines nearest (8, 24)<->(16, 24); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [head]: head and arms are 7.99992 apart on centerlines nearest (24, 19)<->(24.0368, 26.9998); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
809bf53d-f979-4aa8-bf75-748eb9b9dacd,pictographic-primitives/other/circle bluetooth_809bf53d-f979-4aa8-bf75-748eb9b9dacd.svg,Bluetooth Wireless Connectivity Symbol,primitives-drawn,spacing,spacing holes,0,,"holes/pinches: 2 undersized holes; 0 pinches || mic [frame]: frame and bluetooth are 3.18322 apart on centerlines nearest (4.34245, 8.24777)<->(7, 10); SUB32 requires at least 6 (ink clearance 2) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 4 undersized holes; 0 pinches",
0275d46c-9a52-48fb-9993-9a0c2a0a4b89,pictographic-primitives/other/circle skull 1_0275d46c-9a52-48fb-9993-9a0c2a0a4b89.svg,Circular Skull Danger Symbol,primitives-drawn + side-mains-failing,spacing,spacing,2,primitive-make-ray/invalid,"mic [skull]: skull and eye--1 are 5.99955 apart on centerlines nearest (13.0009, 22.9264)<->(19, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [skull]: skull and eye-1 are 5.99955 apart on centerlines nearest (34.9991, 22.9264)<->(29, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
52524fee-82eb-4342-93ba-4c710b3efdd0,pictographic-primitives/other/circle skull xmark_52524fee-82eb-4342-93ba-4c710b3efdd0.svg,Skull and Crossbones Danger Circle,primitives-drawn,spacing,spacing holes,0,,"mic [outline]: outline and skull-shape are 6.99627 apart on centerlines nearest (33.0971, 6.18913)<->(29.9132, 12.4189); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [outline]: outline and bone-a are 3.02938 apart on centerlines nearest (9.8448, 9.87109)<->(12, 12); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [skull-shape]: skull-shape and eye-left are 4.26692 apart on centerlines nearest (16.2392, 23.0157)<->(20, 21); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [skull-shape]: skull-shape and eye-right are 4.26692 apart on centerlines nearest (31.7608, 23.0157)<->(28, 21); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [eye-left]: eye-left and bone-a are 0.707107 apart on centerlines nearest (20, 21)<->(20.5, 20.5); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [eye-right]: eye-right and bone-b are 1.41421 apart on centerlines nearest (28, 21)<->(27, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 2 undersized holes; 0 pinches",
52cd86bc-bba7-4a12-8eae-e78fbf4ca2ec,pictographic-primitives/other/circle skull_52cd86bc-bba7-4a12-8eae-e78fbf4ca2ec.svg,Circular Skull Symbol,primitives-drawn,spacing,spacing,2,primitive-make-ray/invalid,"mic [skull]: skull and eye--1 are 6.99947 apart on centerlines nearest (13.0011, 22.9141)<->(20, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [skull]: skull and eye-1 are 6.99947 apart on centerlines nearest (34.9989, 22.9141)<->(28, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
96e78ff1-3119-4911-8baf-721686e578a7,pictographic-primitives/other/file person_96e78ff1-3119-4911-8baf-721686e578a7.svg,User Profile Document,primitives-drawn + side-mains-failing,spacing,spacing,1,primitive-make-ray/invalid,"mic [page]: page and head are 7.72792 apart on centerlines nearest (32, 8)<->(26.5355, 13.4645); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
d1c4154e-8c68-4782-9c5a-e5c81055a594,pictographic-primitives/other/file with shield plus_d1c4154e-8c68-4782-9c5a-e5c81055a594.svg,Secure Medical Health Document,primitives-drawn + side-mains-failing,spacing,spacing,1,primitive-make-ray/invalid,"mic [page]: page and shield are 6.36396 apart on centerlines nearest (36.5, 12.5)<->(32, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [shield]: shield and plus-vertical are 6.26099 apart on centerlines nearest (26.8, 14.4)<->(24, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
e7e97355-bccb-465c-ae55-5037fd70d291,pictographic-primitives/other/heart user_e7e97355-bccb-465c-ae55-5037fd70d291.svg,Heart with User Profile,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [heart]: heart and head are 2 apart on centerlines nearest (24, 15)<->(24, 17); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [heart]: heart and shoulders are 0.389896 apart on centerlines nearest (17.715, 35.266)<->(18, 35); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
8e974970-0198-4484-85aa-47bb0a455f4b,pictographic-primitives/other/home cog_8e974970-0198-4484-85aa-47bb0a455f4b.svg,House with Settings Gear,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [house]: house and cog are 6 apart on centerlines nearest (24, 42)<->(24, 36); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [cog]: cog and hub are 4.47214 apart on centerlines nearest (20, 30)<->(24, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
704fbfc7-8565-458d-83d3-502a2bedf683,pictographic-primitives/other/house paw print_704fbfc7-8565-458d-83d3-502a2bedf683.svg,House with Paw Print,primitives-drawn + side-mains-failing,spacing,spacing holes,2,side-main-make-thuan/invalid,"mic [left]: left and top are 6.0001 apart on centerlines nearest (17.6064, 23.8086)<->(22.3936, 20.1914); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [left]: left and pad are 5.77817 apart on centerlines nearest (17.4142, 26.4142)<->(21.5, 30.5); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [top]: top and right are 6.0001 apart on centerlines nearest (25.6064, 20.1914)<->(30.3936, 23.8086); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [top]: top and pad are 7 apart on centerlines nearest (24, 21)<->(24, 28); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [right]: right and pad are 5.77817 apart on centerlines nearest (30.5858, 26.4142)<->(26.5, 30.5); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 1 undersized holes; 0 pinches",
7e3b79f2-dcc5-4988-ab08-8460306de315,pictographic-primitives/other/house with play button_7e3b79f2-dcc5-4988-ab08-8460306de315.svg,Home Video Play Button,primitives-drawn + side-mains-failing,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [house]: house and button are 7 apart on centerlines nearest (24, 42)<->(24, 35); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || mic [button]: button and play are 3.52747 apart on centerlines nearest (20.4528, 19.83)<->(22, 23); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 3 undersized holes; 0 pinches",
15fc1905-26f1-420c-9167-f58df5f29604,pictographic-primitives/other/magnifying glass pill_15fc1905-26f1-420c-9167-f58df5f29604.svg,Medicine Search Magnifying Glass,primitives-drawn,spacing,spacing,1,primitive-make-ray/invalid,"mic [lens]: lens and pill are 5.45378 apart on centerlines nearest (10.3906, 31.6034)<->(14.25, 27.75); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
0b79dbcd-029c-4c05-baad-34d720b23be7,pictographic-primitives/other/mail card bug_0b79dbcd-029c-4c05-baad-34d720b23be7.svg,Email Virus Bug,primitives-drawn + side-mains-failing,spacing,spacing holes,1,primitive-make-ray/invalid,"mic [card]: card and leg-2 are 2 apart on centerlines nearest (34, 19)<->(32, 19); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship || holes/pinches: 8 undersized holes; 0 pinches",
e101e849-9e14-4d6e-9afb-b2a07c50a1df,pictographic-primitives/other/mobile phone circle add_e101e849-9e14-4d6e-9afb-b2a07c50a1df.svg,Mobile Phone Plus Icon,primitives-drawn + side-mains-failing,spacing,spacing,1,primitive-make-ray/invalid,"mic [add-circle]: add-circle and plus-h are 3.9997 apart on centerlines nearest (31.9994, 19.9509)<->(28, 20); SOLO48 requires at least 8 (ink clearance 4) unless the contact is declared with a scoped `connect` relationship",
